transaction_id,items
1113,"Biscuits, Eggs, Chocolate, Bread, Cheese"
1114,"Rice, Cereal, Yogurt, Beef, Chicken, Cheese, Fish"
1115,"Rice, Chocolate, Biscuits, Eggs, Carrots, Flour, Salt"
1116,"Eggs, Beef"
1117,"Soda, Onions, Butter, Carrots, Pasta"
1118,"Carrots, Salt, Rice, Yogurt, Pasta, Chicken"
1119,"Oranges, Butter, Biscuits, Bananas"
1120,"Tomatoes, Oil, Biscuits, Coffee, Tea, Butter, Onions"
1121,"Cheese, Coffee, Apples"
1122,"Coffee, Chocolate"
1123,"Beef, Coffee"
1124,"Fish, Grapes, Rice, Tomatoes"
1125,"Butter, Flour, Yogurt, Coffee, Cereal, Cheese"
1126,"Juice, Bread, Fish, Chocolate, Flour, Bananas, Grapes"
1127,"Apples, Tomatoes, Soda, Sugar, Oranges"
1128,"Fish, Oranges, Rice, Grapes"
1129,"Soda, Chocolate, Cereal"
1130,"Tea, Juice, Grapes"
1131,"Tea, Butter, Pasta, Carrots, Bananas"
1132,"Tomatoes, Milk, Oil, Chicken, Onions"
1133,"Cereal, Oil, Coffee, Milk, Sugar, Bread, Grapes"
1134,"Onions, Eggs, Pasta, Rice, Biscuits, Cereal"
1135,"Bananas, Carrots, Beef, Biscuits"
1136,"Oranges, Eggs, Carrots, Beef"
1137,"Carrots, Biscuits, Flour, Juice"
1138,"Coffee, Potatoes, Carrots, Cheese"
1139,"Bread, Yogurt, Soda, Milk"
1140,"Chicken, Bananas, Juice, Coffee, Eggs, Bread, Salt"
1141,"Tea, Carrots"
1142,"Rice, Biscuits"
1143,"Oranges, Butter, Milk, Onions"
1144,"Biscuits, Eggs, Tea"
1145,"Fish, Cheese, Potatoes, Yogurt, Carrots, Milk"
1146,"Pasta, Sugar"
1147,"Beef, Milk, Potatoes, Pasta, Soda"
1148,"Rice, Chicken, Tomatoes, Apples"
1149,"Salt, Grapes, Bananas, Fish, Butter"
1150,"Grapes, Tomatoes"
1151,"Yogurt, Carrots, Potatoes, Coffee, Sugar, Apples"
1152,"Sugar, Potatoes, Soda, Bread, Tomatoes, Eggs"
1153,"Grapes, Oil, Fish"
1154,"Carrots, Milk, Coffee, Rice, Soda"
1155,"Bananas, Chocolate, Eggs, Beef, Flour"
1156,"Tea, Bananas, Oranges, Apples, Carrots, Milk"
1157,"Beef, Oil, Sugar, Bananas, Fish, Cereal"
1158,"Cereal, Carrots"
1159,"Flour, Chocolate, Bananas, Tomatoes, Oil, Butter"
1160,"Butter, Rice, Cereal, Salt"
1161,"Fish, Apples, Cheese, Onions, Soda, Oil"
1162,"Soda, Bananas, Cheese, Cereal, Yogurt"
1163,"Fish, Cheese, Chocolate, Oranges"
1164,"Salt, Oil"
1165,"Bananas, Cheese, Grapes, Eggs, Oil"
1166,"Pasta, Bread, Fish, Salt, Carrots, Grapes"
1167,"Onions, Soda, Potatoes, Flour, Salt, Juice, Sugar"
1168,"Potatoes, Carrots, Biscuits, Sugar, Oranges, Chocolate"
1169,"Fish, Flour, Chicken, Yogurt, Oranges, Oil, Coffee"
1170,"Chicken, Beef"
1171,"Yogurt, Chicken, Biscuits, Butter, Soda, Carrots, Bread"
1172,"Soda, Chocolate, Pasta, Potatoes, Flour, Yogurt, Sugar"
1173,"Sugar, Rice"
1174,"Biscuits, Salt, Cereal"
1175,"Biscuits, Flour, Apples, Potatoes, Onions, Coffee, Bananas"
1176,"Fish, Grapes, Milk, Sugar, Carrots"
1177,"Carrots, Potatoes, Biscuits, Oranges, Chocolate"
1178,"Tomatoes, Oranges, Sugar, Onions"
1179,"Bread, Biscuits, Carrots, Rice, Tea, Tomatoes, Juice"
1180,"Butter, Beef, Yogurt, Grapes"
1181,"Coffee, Rice, Grapes, Soda"
1182,"Oranges, Tea"
1183,"Apples, Yogurt, Fish, Eggs, Chocolate, Milk"
1184,"Bananas, Carrots, Bread"
1185,"Rice, Salt, Fish, Carrots"
1186,"Chocolate, Oil, Bananas, Tomatoes, Carrots, Soda"
1187,"Tea, Milk, Juice, Chocolate, Sugar, Apples, Oil"
1188,"Juice, Oranges, Bananas, Salt, Flour, Oil"
1189,"Biscuits, Juice, Oil, Milk"
1190,"Bread, Coffee"
1191,"Rice, Bananas, Butter, Flour"
1192,"Grapes, Flour, Oranges, Coffee"
1193,"Chocolate, Pasta, Flour, Chicken, Yogurt, Cereal"
1194,"Beef, Tea, Apples, Bread"
1195,"Chocolate, Eggs"
1196,"Juice, Pasta, Onions, Beef"
1197,"Biscuits, Onions, Juice, Carrots, Apples"
1198,"Butter, Oranges, Biscuits, Pasta, Cereal"
1199,"Cheese, Yogurt, Rice"
1200,"Carrots, Juice"
1201,"Beef, Apples, Coffee"
1202,"Carrots, Bread, Biscuits, Beef"
1203,"Soda, Bread, Cereal"
1204,"Bananas, Sugar"
1205,"Beef, Milk, Onions, Tea"
1206,"Oil, Flour, Cereal, Onions"
1207,"Chocolate, Beef, Yogurt"
1208,"Fish, Tea"
1209,"Oranges, Cheese, Apples, Potatoes, Biscuits, Tea"
1210,"Salt, Pasta, Soda"
1211,"Biscuits, Tea, Tomatoes, Soda, Sugar"
1212,"Oil, Oranges, Fish, Tea, Cheese, Yogurt"
1213,"Onions, Rice, Chicken, Chocolate"
1214,"Carrots, Pasta, Flour, Soda, Cheese, Eggs"
1215,"Apples, Flour"
1216,"Apples, Soda, Milk, Coffee, Oil, Potatoes, Bread"
1217,"Chicken, Bananas, Juice"
1218,"Beef, Bananas, Pasta"
1219,"Salt, Cheese, Butter, Bread"
1220,"Biscuits, Cheese, Soda, Carrots"
1221,"Oranges, Soda, Onions, Tea, Biscuits"
1222,"Oil, Cereal, Juice"
1223,"Tea, Onions, Chocolate"
1224,"Yogurt, Milk, Biscuits, Sugar, Butter, Potatoes"
1225,"Soda, Tomatoes, Beef, Fish, Apples"
1226,"Rice, Oil, Tomatoes, Potatoes, Coffee, Pasta, Tea"
1227,"Milk, Oranges, Butter"
1228,"Tomatoes, Bananas, Milk, Carrots"
1229,"Apples, Pasta, Rice, Onions, Milk"
1230,"Chicken, Milk, Butter"
1231,"Onions, Butter, Grapes, Flour, Sugar, Pasta, Chocolate"
1232,"Oil, Salt, Sugar, Eggs, Chicken, Milk, Cereal"
1233,"Butter, Pasta, Onions"
1234,"Coffee, Tomatoes, Cereal, Pasta, Salt, Fish"
1235,"Carrots, Rice, Potatoes, Oranges, Onions, Flour, Oil"
1236,"Oranges, Tomatoes, Carrots"
1237,"Flour, Onions, Tea"
1238,"Bananas, Tomatoes, Onions"
1239,"Tea, Butter, Bread, Cheese"
1240,"Potatoes, Oranges, Grapes, Cereal, Salt, Pasta"
1241,"Pasta, Apples, Tomatoes"
1242,"Fish, Milk, Cereal"
1243,"Yogurt, Pasta, Biscuits, Coffee, Potatoes, Chocolate"
1244,"Potatoes, Tea, Oil, Cereal, Butter, Biscuits, Eggs"
1245,"Salt, Eggs, Sugar, Rice, Carrots, Tomatoes, Cereal"
1246,"Fish, Bananas, Rice, Pasta, Chocolate, Coffee, Eggs"
1247,"Rice, Salt, Carrots, Bread"
1248,"Tomatoes, Butter, Apples, Coffee, Bread"
1249,"Butter, Flour"
1250,"Bananas, Salt, Oranges"
1251,"Chocolate, Onions, Tomatoes, Chicken, Milk, Carrots"
1252,"Milk, Coffee, Fish, Chicken, Soda, Sugar, Tomatoes"
1253,"Bread, Cheese, Onions, Biscuits, Beef, Yogurt"
1254,"Bananas, Sugar, Juice, Eggs, Butter"
1255,"Coffee, Grapes, Fish"
1256,"Yogurt, Salt, Onions, Butter"
1257,"Sugar, Chocolate, Soda"
1258,"Bread, Bananas, Flour, Potatoes"
1259,"Eggs, Fish, Milk, Chicken, Onions, Cheese"
1260,"Coffee, Chocolate, Sugar, Oranges, Oil, Soda"
1261,"Bread, Tomatoes, Grapes, Milk, Salt"
1262,"Pasta, Sugar, Cereal, Juice, Apples, Oranges"
1263,"Yogurt, Bread, Chicken, Sugar"
1264,"Flour, Biscuits, Potatoes, Salt, Carrots"
1265,"Coffee, Beef, Soda, Bread, Yogurt, Grapes"
1266,"Grapes, Tomatoes, Pasta, Soda, Eggs, Flour, Butter"
1267,"Milk, Oranges, Salt, Apples, Grapes"
1268,"Milk, Bananas, Juice"
1269,"Apples, Tea, Salt"
1270,"Biscuits, Rice, Potatoes, Soda"
1271,"Sugar, Bananas, Coffee, Oil, Rice"
1272,"Yogurt, Flour"
1273,"Salt, Rice"
1274,"Sugar, Onions, Juice"
1275,"Tea, Beef, Juice, Cheese"
1276,"Beef, Rice, Eggs, Juice"
1277,"Coffee, Salt"
1278,"Juice, Sugar, Yogurt, Eggs, Carrots, Chocolate"
1279,"Tea, Oranges, Eggs, Biscuits, Sugar"
1280,"Oranges, Tomatoes, Coffee, Oil"
1281,"Fish, Onions, Soda, Tea, Rice"
1282,"Butter, Bread, Biscuits, Milk, Soda, Salt"
1283,"Soda, Oil, Milk, Fish, Cheese, Salt"
1284,"Chocolate, Salt, Oranges, Flour, Rice, Carrots"
1285,"Beef, Fish, Soda, Milk, Cheese, Butter"
1286,"Oil, Sugar, Bananas, Juice, Flour, Potatoes, Onions"
1287,"Milk, Rice"
1288,"Potatoes, Tomatoes, Yogurt, Fish, Chicken, Cereal"
1289,"Beef, Oil, Cheese, Eggs, Oranges, Bread, Apples"
1290,"Chicken, Eggs, Fish"
1291,"Flour, Cheese, Oil, Sugar"
1292,"Cheese, Juice, Biscuits, Eggs"
1293,"Bread, Fish"
1294,"Pasta, Chicken, Soda, Fish, Rice, Potatoes"
1295,"Bread, Tomatoes, Tea, Grapes"
1296,"Bananas, Chocolate, Oil, Eggs, Tea"
1297,"Salt, Carrots, Milk"
1298,"Onions, Tomatoes, Carrots, Biscuits, Fish"
1299,"Biscuits, Cheese, Salt, Coffee"
1300,"Eggs, Coffee"
1301,"Onions, Apples, Cereal, Juice"
1302,"Juice, Cereal, Oil, Pasta, Onions, Grapes, Yogurt"
1303,"Milk, Potatoes, Bananas"
1304,"Bread, Potatoes, Cereal, Grapes, Coffee, Tomatoes"
1305,"Potatoes, Juice, Beef, Chocolate, Flour, Oil, Tea"
1306,"Coffee, Milk, Juice, Onions, Flour"
1307,"Salt, Cereal, Bananas, Yogurt"
1308,"Oranges, Fish, Salt, Butter"
1309,"Flour, Sugar, Chocolate, Pasta, Beef, Rice, Potatoes"
1310,"Yogurt, Salt"
1311,"Oranges, Cereal, Pasta, Flour"
1312,"Grapes, Onions, Biscuits, Chicken, Butter, Carrots"
1313,"Beef, Cereal, Oranges, Eggs, Fish"
1314,"Eggs, Beef, Cereal, Chicken"
1315,"Oil, Oranges"
1316,"Soda, Milk, Flour, Coffee, Fish, Bananas"
1317,"Tea, Biscuits, Butter, Grapes, Beef"
1318,"Milk, Oil, Beef, Tomatoes, Bananas, Tea"
1319,"Yogurt, Grapes, Bread, Flour, Apples, Salt"
1320,"Coffee, Fish, Eggs, Juice"
1321,"Tea, Yogurt, Potatoes, Coffee, Beef"
1322,"Juice, Butter"
1323,"Chocolate, Rice"
1324,"Coffee, Tomatoes, Onions, Salt, Oranges"
1325,"Juice, Grapes, Butter"
1326,"Coffee, Eggs, Cereal, Flour"
1327,"Bananas, Yogurt, Milk, Fish, Cereal, Onions"
1328,"Apples, Rice, Carrots, Grapes, Bread"
1329,"Chocolate, Fish, Butter, Cheese, Oranges"
1330,"Bread, Cheese, Pasta, Apples, Carrots, Butter, Oil"
1331,"Beef, Pasta, Biscuits, Coffee, Oil"
1332,"Potatoes, Chicken, Rice, Eggs, Onions"
1333,"Tomatoes, Milk, Flour, Yogurt, Salt, Pasta, Apples"
1334,"Coffee, Tomatoes, Beef, Rice, Salt, Cheese"
1335,"Chocolate, Chicken, Oil, Salt, Cereal, Carrots, Tea"
1336,"Onions, Fish, Potatoes, Coffee, Yogurt"
1337,"Sugar, Flour, Tomatoes, Cheese"
1338,"Bananas, Beef, Tea, Eggs, Pasta, Butter, Juice"
1339,"Cereal, Oranges, Carrots, Potatoes, Milk"
1340,"Cheese, Biscuits"
1341,"Milk, Sugar, Coffee, Tea, Potatoes, Bananas, Bread"
1342,"Rice, Eggs, Coffee, Cereal, Milk, Bananas"
1343,"Grapes, Juice, Eggs, Cheese, Pasta"
1344,"Potatoes, Beef, Rice, Grapes, Chicken"
1345,"Potatoes, Tomatoes"
1346,"Apples, Tea"
1347,"Potatoes, Milk, Grapes, Tomatoes, Flour, Bananas, Apples"
1348,"Onions, Apples, Carrots, Oil, Pasta, Oranges, Milk"
1349,"Cereal, Tea, Tomatoes, Grapes, Milk, Fish"
1350,"Potatoes, Biscuits, Cheese, Yogurt"
1351,"Fish, Pasta, Bread, Grapes, Sugar, Tomatoes"
1352,"Juice, Beef"
1353,"Onions, Bananas, Coffee, Juice, Milk, Butter, Tea"
1354,"Carrots, Oranges"
1355,"Butter, Juice, Apples, Chicken, Chocolate, Grapes, Potatoes"
1356,"Cheese, Soda, Sugar, Onions, Beef, Cereal"
1357,"Biscuits, Grapes, Eggs, Butter, Oranges, Sugar"
1358,"Cheese, Milk"
1359,"Apples, Cereal, Chicken, Fish, Bread, Butter"
1360,"Chocolate, Juice, Beef"
1361,"Fish, Chicken, Bananas, Eggs, Bread"
1362,"Bananas, Tomatoes, Onions, Juice, Flour, Butter, Yogurt"
1363,"Rice, Salt"
1364,"Oranges, Tea"
1365,"Onions, Beef, Chicken, Coffee, Oranges, Grapes, Carrots"
1366,"Carrots, Potatoes"
1367,"Grapes, Tomatoes, Tea, Chocolate, Juice"
1368,"Carrots, Grapes"
1369,"Apples, Oil, Grapes, Coffee, Oranges"
1370,"Juice, Pasta"
1371,"Carrots, Oil, Tomatoes, Eggs, Onions, Cereal, Juice"
1372,"Flour, Tea, Milk, Chocolate"
1373,"Oranges, Chicken, Onions, Flour, Rice, Oil, Bread"
1374,"Soda, Oranges, Butter, Salt, Grapes, Yogurt"
1375,"Juice, Salt"
1376,"Cereal, Chicken, Rice, Eggs"
1377,"Sugar, Cheese, Bread, Butter, Coffee, Apples"
1378,"Cereal, Cheese, Potatoes, Bread, Milk"
1379,"Yogurt, Bananas, Pasta, Rice, Tea, Oranges, Chicken"
1380,"Pasta, Rice"
1381,"Yogurt, Salt"
1382,"Fish, Tea, Butter, Pasta, Carrots, Milk"
1383,"Eggs, Oil, Cheese, Tomatoes, Yogurt, Bananas, Grapes"
1384,"Milk, Tea, Apples"
1385,"Apples, Tomatoes, Cheese, Salt, Butter, Tea"
1386,"Cereal, Coffee"
1387,"Juice, Chicken, Sugar, Rice, Grapes, Bananas, Butter"
1388,"Milk, Yogurt"
1389,"Sugar, Butter, Coffee, Tea, Beef"
1390,"Salt, Soda, Sugar, Apples"
1391,"Eggs, Grapes, Milk, Chocolate, Butter, Biscuits, Beef"
1392,"Rice, Grapes, Oil, Juice, Pasta, Eggs, Sugar"
1393,"Rice, Pasta, Coffee"
1394,"Cereal, Oil, Rice, Cheese, Fish, Tomatoes"
1395,"Apples, Beef, Biscuits, Juice, Pasta"
1396,"Cheese, Fish, Butter, Oil, Pasta, Cereal"
1397,"Bananas, Flour, Salt, Oranges, Fish, Coffee"
1398,"Soda, Yogurt, Tea"
1399,"Tomatoes, Pasta, Rice, Bread"
1400,"Tea, Fish, Biscuits, Coffee, Bread, Chocolate, Butter"
1401,"Oil, Cheese, Potatoes"
1402,"Biscuits, Eggs, Cheese, Cereal, Carrots, Coffee, Bread"
1403,"Butter, Onions"
1404,"Chicken, Sugar, Milk"
1405,"Oranges, Carrots, Rice, Butter, Yogurt"
1406,"Oranges, Chocolate"
1407,"Tomatoes, Oil, Beef, Flour, Carrots"
1408,"Potatoes, Coffee, Rice"
1409,"Cheese, Bananas"
1410,"Chicken, Coffee, Oil, Cheese, Cereal"
1411,"Tea, Pasta, Potatoes, Milk, Oranges"
1412,"Eggs, Salt, Biscuits, Cereal, Juice, Sugar"
1413,"Biscuits, Eggs, Juice"
1414,"Fish, Carrots, Oranges, Salt, Sugar"
1415,"Potatoes, Rice, Bananas, Chicken, Pasta, Juice, Flour"
1416,"Bananas, Juice, Fish, Yogurt"
1417,"Cereal, Flour, Carrots, Biscuits, Apples, Onions"
1418,"Oil, Bread, Cheese, Onions, Pasta, Chocolate, Oranges"
1419,"Yogurt, Salt, Fish"
1420,"Coffee, Sugar, Chicken, Eggs, Oranges, Beef"
1421,"Cheese, Juice, Sugar, Fish"
1422,"Oil, Apples"
1423,"Coffee, Carrots, Pasta, Apples, Fish"
1424,"Bananas, Fish, Sugar, Tea"
1425,"Milk, Tomatoes, Potatoes, Oil, Yogurt"
1426,"Chicken, Chocolate, Tomatoes"
1427,"Grapes, Fish, Pasta, Flour, Juice, Onions"
1428,"Carrots, Milk, Sugar, Flour, Grapes"
1429,"Tomatoes, Biscuits, Fish"
1430,"Tea, Coffee, Yogurt, Chicken, Onions, Eggs"
1431,"Bananas, Tomatoes, Eggs, Oranges, Carrots, Flour, Cheese"
1432,"Milk, Tomatoes, Cheese"
1433,"Grapes, Bananas, Chocolate, Beef, Juice"
1434,"Cereal, Bananas"
1435,"Onions, Soda, Sugar"
1436,"Juice, Oil, Tea, Soda, Onions, Potatoes"
1437,"Chicken, Cereal"
1438,"Grapes, Coffee, Soda, Bananas, Chocolate, Beef"
1439,"Grapes, Cereal, Beef, Salt, Butter, Oranges"
1440,"Flour, Bread, Cereal"
1441,"Flour, Sugar, Oil"
1442,"Pasta, Juice, Milk, Cheese, Tea, Yogurt, Fish"
1443,"Eggs, Onions, Chicken, Grapes, Salt, Cereal"
1444,"Tea, Pasta, Butter"
1445,"Juice, Grapes"
1446,"Coffee, Oil, Potatoes, Grapes, Rice"
1447,"Biscuits, Yogurt, Soda, Bread, Oil, Chicken, Pasta"
1448,"Chocolate, Bread, Carrots, Biscuits, Chicken, Salt"
1449,"Tomatoes, Chicken, Sugar, Tea"
1450,"Sugar, Coffee, Oranges, Biscuits"
1451,"Salt, Bread, Cereal"
1452,"Rice, Coffee, Grapes, Flour"
1453,"Flour, Bread, Yogurt, Biscuits, Milk, Bananas, Juice"
1454,"Bananas, Rice, Oil"
1455,"Grapes, Apples"
1456,"Flour, Eggs, Cereal, Coffee, Cheese"
1457,"Flour, Cereal, Chicken, Tomatoes, Coffee"
1458,"Yogurt, Soda, Sugar, Oil, Coffee"
1459,"Sugar, Bananas, Cheese, Beef, Bread, Coffee, Chocolate"
1460,"Flour, Apples"
1461,"Carrots, Bread, Soda, Chicken"
1462,"Bread, Onions, Bananas, Fish"
1463,"Salt, Apples, Flour, Bread, Chicken, Oranges, Butter"
1464,"Grapes, Chicken, Juice, Milk, Oranges"
1465,"Apples, Milk, Eggs, Juice, Pasta"
1466,"Juice, Pasta, Grapes, Chicken, Chocolate, Yogurt, Milk"
1467,"Grapes, Flour, Onions, Apples, Chocolate, Bread"
1468,"Juice, Chicken, Flour"
1469,"Milk, Sugar, Flour, Carrots, Oranges, Yogurt"
1470,"Oil, Tea, Sugar"
1471,"Oil, Bananas"
1472,"Salt, Grapes, Onions, Biscuits, Pasta, Juice, Oranges"
1473,"Bread, Salt, Tea, Carrots, Yogurt, Biscuits, Grapes"
1474,"Bananas, Rice, Beef, Soda, Tea, Carrots"
1475,"Chocolate, Bananas, Yogurt, Carrots, Coffee, Soda"
1476,"Salt, Chicken, Cereal, Coffee, Sugar, Yogurt, Bananas"
1477,"Onions, Grapes, Potatoes, Carrots, Tomatoes, Apples, Bread"
1478,"Tea, Chicken, Beef, Milk, Oil, Apples, Biscuits"
1479,"Eggs, Milk, Tea, Rice, Bananas"
1480,"Oranges, Pasta, Cheese, Soda, Bread, Eggs"
1481,"Grapes, Butter, Milk"
1482,"Rice, Eggs, Potatoes, Salt"
1483,"Grapes, Butter, Yogurt, Bananas"
1484,"Apples, Salt, Juice, Cheese, Biscuits, Rice, Milk"
1485,"Butter, Tea, Chicken, Biscuits"
1486,"Eggs, Oil, Potatoes, Juice, Chicken, Oranges, Pasta"
1487,"Cheese, Rice"
1488,"Onions, Oranges, Yogurt, Rice, Juice"
1489,"Pasta, Bread"
1490,"Beef, Rice, Coffee, Cereal, Cheese, Juice, Grapes"
1491,"Grapes, Onions"
1492,"Cheese, Juice, Sugar, Onions, Chicken, Beef, Apples"
1493,"Grapes, Salt, Beef, Bread"
1494,"Cereal, Juice, Oil, Butter, Tomatoes, Eggs"
1495,"Bread, Carrots, Milk"
1496,"Bananas, Bread, Juice"
1497,"Bread, Carrots"
1498,"Butter, Beef"
1499,"Tea, Oranges, Potatoes"
1500,"Salt, Flour, Pasta, Rice, Soda, Carrots"
1501,"Tomatoes, Bananas, Onions, Biscuits, Milk"
1502,"Chocolate, Carrots, Soda"
1503,"Chicken, Oranges, Oil, Apples, Coffee, Onions"
1504,"Rice, Sugar, Juice, Fish, Chicken, Apples, Bread"
1505,"Rice, Chicken, Tomatoes, Chocolate, Carrots, Bananas"
1506,"Milk, Chocolate, Soda, Potatoes, Onions, Tea"
1507,"Grapes, Tomatoes, Tea, Bananas, Beef, Oil, Milk"
1508,"Oil, Biscuits, Cheese"
1509,"Flour, Yogurt, Cereal, Chicken, Potatoes, Bread"
1510,"Oil, Butter, Flour, Biscuits, Pasta, Bread"
1511,"Oil, Juice, Carrots, Potatoes"
1512,"Eggs, Grapes, Rice, Carrots, Biscuits, Tomatoes"
1513,"Cereal, Carrots, Pasta, Sugar, Chocolate"
1514,"Sugar, Eggs"
1515,"Carrots, Biscuits, Sugar, Coffee, Bananas, Chocolate, Salt"
1516,"Fish, Tomatoes, Rice, Bananas, Milk, Eggs"
1517,"Oranges, Chicken, Bananas, Apples, Beef"
1518,"Beef, Fish"
1519,"Potatoes, Yogurt, Butter, Juice, Pasta"
1520,"Potatoes, Juice"
1521,"Potatoes, Beef, Fish"
1522,"Milk, Coffee, Grapes, Cheese, Bread, Onions, Cereal"
1523,"Onions, Milk, Grapes, Coffee, Rice, Salt"
1524,"Bananas, Salt"
1525,"Milk, Fish, Bananas, Tomatoes, Oil, Juice, Eggs"
1526,"Apples, Cheese"
1527,"Yogurt, Grapes, Cheese"
1528,"Salt, Oranges, Juice, Potatoes, Chocolate, Sugar"
1529,"Potatoes, Apples, Juice, Beef, Yogurt, Butter"
1530,"Onions, Cheese, Milk, Biscuits, Salt, Tea, Chocolate"
1531,"Carrots, Biscuits, Oil, Salt, Butter, Sugar, Rice"
1532,"Cheese, Onions, Pasta"
1533,"Pasta, Cheese, Coffee"
1534,"Rice, Milk, Butter, Flour"
1535,"Cereal, Tea, Biscuits"
1536,"Sugar, Butter, Cereal"
1537,"Onions, Biscuits, Apples, Rice, Pasta, Bananas"
1538,"Juice, Tomatoes, Cereal, Apples, Beef, Butter"
1539,"Milk, Apples, Chicken, Bananas, Bread"
1540,"Salt, Oranges, Beef"
1541,"Pasta, Juice, Flour, Biscuits"
1542,"Fish, Oil"
1543,"Biscuits, Chocolate, Carrots, Beef"
1544,"Oil, Flour"
1545,"Beef, Oil, Grapes, Salt, Juice, Biscuits"
1546,"Chicken, Coffee"
1547,"Chocolate, Flour"
1548,"Yogurt, Pasta, Rice, Butter, Soda, Bread, Chocolate"
1549,"Oranges, Rice, Eggs, Milk, Potatoes"
1550,"Grapes, Yogurt, Milk"
1551,"Biscuits, Potatoes, Chocolate, Fish, Grapes, Yogurt"
1552,"Eggs, Pasta, Flour, Biscuits, Butter, Oil"
1553,"Coffee, Chicken"
1554,"Apples, Bananas, Potatoes"
1555,"Cheese, Chicken, Biscuits, Butter, Eggs, Yogurt, Bananas"
1556,"Carrots, Apples, Tomatoes, Cereal"
1557,"Fish, Pasta, Cheese, Cereal, Rice, Eggs"
1558,"Oil, Beef"
1559,"Sugar, Flour, Grapes, Yogurt, Bananas, Potatoes"
1560,"Yogurt, Oranges, Coffee, Soda, Bananas, Milk"
1561,"Tomatoes, Juice"
1562,"Onions, Oranges, Yogurt, Juice, Tomatoes, Fish"
1563,"Cheese, Cereal"
1564,"Potatoes, Flour"
1565,"Cheese, Beef"
1566,"Biscuits, Potatoes, Pasta"
1567,"Eggs, Apples, Oil, Cheese"
1568,"Fish, Pasta, Apples, Bananas, Oil"
1569,"Butter, Apples, Sugar"
1570,"Chocolate, Apples, Salt, Bread, Oil, Sugar, Tomatoes"
1571,"Eggs, Beef, Potatoes, Biscuits, Onions, Sugar, Grapes"
1572,"Sugar, Cheese"
1573,"Bananas, Oranges"
1574,"Juice, Eggs, Oranges, Milk, Pasta"
1575,"Pasta, Fish, Milk, Carrots, Cereal"
1576,"Butter, Fish"
1577,"Chicken, Bananas"
1578,"Flour, Onions, Pasta, Potatoes, Yogurt"
1579,"Eggs, Chicken, Carrots"
1580,"Fish, Tea, Milk, Oranges, Bread"
1581,"Coffee, Eggs, Cereal, Potatoes, Sugar, Oil, Fish"
1582,"Tea, Onions"
1583,"Yogurt, Cereal, Oranges, Tomatoes, Salt"
1584,"Biscuits, Cheese, Chicken, Beef, Bread, Butter, Fish"
1585,"Pasta, Beef, Tomatoes, Grapes, Flour"
1586,"Sugar, Beef, Onions, Carrots, Tomatoes, Apples"
1587,"Eggs, Grapes, Rice, Beef, Bananas, Onions, Salt"
1588,"Grapes, Eggs"
1589,"Cereal, Yogurt, Apples, Pasta, Flour, Potatoes"
1590,"Fish, Oil, Bananas, Apples, Tea, Tomatoes, Pasta"
1591,"Tea, Fish"
1592,"Milk, Cheese"
1593,"Yogurt, Beef, Eggs"
1594,"Grapes, Rice"
1595,"Pasta, Chicken, Coffee, Chocolate, Onions, Tea, Grapes"
1596,"Cereal, Milk"
1597,"Grapes, Milk"
1598,"Tea, Bread, Oil, Oranges, Chocolate, Potatoes, Juice"
1599,"Milk, Yogurt, Chocolate"
1600,"Bread, Butter, Grapes, Apples"
1601,"Coffee, Oil, Bread, Chocolate"
1602,"Soda, Yogurt, Chocolate"
1603,"Flour, Milk, Rice"
1604,"Bananas, Bread"
1605,"Pasta, Carrots, Sugar"
1606,"Juice, Milk, Soda"
1607,"Beef, Flour"
1608,"Juice, Cheese, Sugar, Soda"
1609,"Bananas, Grapes, Oil, Onions, Tea, Eggs, Rice"
1610,"Rice, Beef, Cheese, Butter, Fish"
1611,"Potatoes, Tea, Grapes, Butter, Cheese, Tomatoes"
1612,"Oil, Chicken, Oranges, Rice, Tea"
1613,"Potatoes, Eggs, Oil, Salt, Chicken"
1614,"Oil, Juice, Tea, Carrots"
1615,"Salt, Tea, Rice, Cheese"
1616,"Flour, Cereal"
1617,"Cereal, Apples, Coffee, Carrots, Oranges, Juice"
1618,"Coffee, Juice, Bananas, Grapes, Tomatoes, Biscuits"
1619,"Milk, Tomatoes, Fish"
1620,"Apples, Milk, Chicken, Salt"
1621,"Pasta, Tea"
1622,"Milk, Chocolate"
1623,"Oil, Juice, Biscuits, Cheese, Chicken, Bread"
1624,"Oranges, Tomatoes, Grapes, Butter, Coffee, Cheese"
1625,"Potatoes, Rice, Carrots, Oranges, Pasta, Soda, Bananas"
1626,"Salt, Oranges, Sugar, Juice, Chicken, Yogurt"
1627,"Carrots, Onions, Potatoes"
1628,"Grapes, Chocolate"
1629,"Oranges, Carrots, Butter, Tea, Bread, Beef"
1630,"Flour, Salt, Tomatoes, Beef, Yogurt"
1631,"Juice, Carrots, Pasta, Milk, Oranges, Flour, Cereal"
1632,"Coffee, Juice, Oil, Biscuits, Rice"
1633,"Flour, Pasta, Chicken, Fish"
1634,"Pasta, Cheese"
1635,"Potatoes, Eggs"
1636,"Oil, Pasta, Beef"
1637,"Yogurt, Eggs, Oranges, Pasta, Apples, Sugar"
1638,"Bananas, Cheese, Carrots"
1639,"Rice, Coffee, Biscuits, Milk, Onions, Flour"
1640,"Chicken, Fish, Biscuits, Carrots, Soda, Potatoes, Cereal"
1641,"Oil, Milk, Carrots"
1642,"Bananas, Salt"
